area,codigo_programa,ies,nome_programa,inicio_mestrado,inicio_doutorado,conceito_atual,conceito_recomendado,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,DataHoraRegistro
42,33002037004P6,USP/ESALQ,AGRONOMIA (GENÃ‰TICA E MELHORAMENTO DE PLANTAS),1964.0,1970.0,7,7,7.0,,5.0,5.0,5.0,53,54,107,34,18,45,11,79.0,29.0,0.529411765,0.244444444,0.367088608,38.0,20.0,9.365,77.91076939,123.0,34.0,43.37,41.90846172,32.0,94.11764706,8.0,13.0,61.53846154,71.38136589,2023-11-29 15:41:58.762555
42,32002017004P2,UFV,GENÃ‰TICA E MELHORAMENTO,1976.0,1979.0,7,7,6.0,7.0,5.0,5.0,5.0,79,106,185,39,31,45,50,84.0,81.0,0.794871795,1.111111111,0.964285714,76.0,49.0,20.843,82.12372327,82.0,19.0,25.945,39.14031429,17.0,89.47368421,23.0,27.0,85.18518519,84.04249675,2023-11-29 15:41:58.762555
42,33002037006P9,USP/ESALQ,AGRONOMIA (SOLOS E NUTRIÃ‡ÃƒO DE PLANTAS),1964.0,1970.0,6,7,7.0,,5.0,5.0,5.0,76,75,151,32,39,35,33,67.0,72.0,1.21875,0.942857143,1.074626866,59.0,34.0,14.492,82.03219721,89.0,29.0,30.96,49.60187585,28.0,96.55172414,14.0,20.0,70.0,75.30936667,2023-11-29 15:41:58.762555
42,33002061001P3,USP/CENA,CIÃŠNCIAS (ENERGIA NUCLEAR NA AGRICULTURA),1972.0,1991.0,6,7,7.0,,5.0,5.0,5.0,105,133,238,52,39,69,29,121.0,68.0,0.75,0.420289855,0.561983471,50.0,27.0,12.202,79.44367138,107.0,22.0,33.045,35.42368286,20.0,90.90909091,32.0,39.0,82.05128205,83.31588238,2023-11-29 15:41:58.762555
42,32002017016P0,UFV,ENTOMOLOGIA,1984.0,1996.0,6,7,7.0,,5.0,4.91,4.85,51,66,117,26,42,34,45,60.0,87.0,1.615384615,1.323529412,1.45,74.0,34.0,18.565,71.57738891,30.0,6.0,7.541,42.52284192,5.0,83.33333333,14.0,19.0,73.68421053,77.24938249,2023-11-29 15:41:58.762555
42,32002017002P0,UFV,AGRONOMIA (FITOPATOLOGIA),1977.0,1978.0,6,6,6.0,,5.0,5.0,5.0,38,53,91,23,28,25,30,48.0,58.0,1.217391304,1.2,1.208333333,39.0,22.0,8.825,84.79761563,53.0,9.0,16.397,28.41567347,9.0,100.0,12.0,14.0,85.71428571,88.03108879,2023-11-29 15:41:58.762555
42,32002017003P6,UFV,MICROBIOLOGIA AGRÃCOLA,1970.0,1996.0,6,6,6.0,,5.0,5.0,5.0,18,35,53,7,32,16,37,23.0,69.0,4.571428571,2.3125,3.0,68.0,22.0,15.883,61.24174815,14.0,4.0,3.395,,0.0,0.0,5.0,10.0,50.0,56.04784926,2023-11-29 15:41:58.762555
42,32002017007P1,UFV,AGRONOMIA (SOLOS E NUTRIÃ‡ÃƒO DE PLANTAS),1977.0,1982.0,6,6,6.0,,5.0,4.955,4.925,52,67,119,30,32,39,45,69.0,77.0,1.066666667,1.153846154,1.115942029,52.0,24.0,12.925,72.12678259,71.0,24.0,23.92,52.76090516,20.0,83.33333333,16.0,20.0,80.0,77.75445514,2023-11-29 15:41:58.762555
42,32002017005P9,UFV,CIÃŠNCIAS AGRÃRIAS (FISIOLOGIA VEGETAL),1970.0,1988.0,6,6,6.0,,5.0,4.835,4.775,33,40,73,13,15,15,24,28.0,39.0,1.153846154,1.6,1.392857143,27.0,10.0,5.98,68.05311833,36.0,15.0,11.876,64.16638986,13.0,86.66666667,9.0,13.0,69.23076923,76.84228733,2023-11-29 15:41:58.762555
42,31002013002P7,UFRRJ,AGRONOMIA (CIÃŠNCIAS DO SOLO),1972.0,1982.0,5,6,6.0,,5.0,5.0,5.0,52,64,116,19,35,23,30,42.0,65.0,1.842105263,1.304347826,1.547619048,58.0,31.0,14.026,79.39301789,60.0,15.0,17.661,45.28571023,11.0,73.33333333,11.0,20.0,55.0,60.9075238,2023-11-29 15:41:58.762555
42,32004010002P6,UFLA,CIÃŠNCIA DO SOLO,1976.0,1994.0,5,6,5.0,5.0,5.0,5.0,5.0,39,47,86,21,32,27,38,48.0,70.0,1.523809524,1.407407407,1.458333333,52.0,26.0,12.766,75.90332695,43.0,16.0,13.32,61.56554083,11.0,68.75,10.0,13.0,76.92307692,78.53940453,2023-11-29 15:41:58.762555
42,33002037001P7,USP/ESALQ,ENTOMOLOGIA,1968.0,1972.0,5,6,6.0,,5.0,5.0,5.0,33,51,84,32,30,34,21,66.0,51.0,0.9375,0.617647059,0.772727273,42.0,24.0,10.958,78.99794943,83.0,27.0,28.612,49.93725757,25.0,92.59259259,7.0,13.0,53.84615385,71.38136589,2023-11-29 15:41:58.762555
42,33004137041P2,UNESP/RC,CIÃŠNCIAS BIOLÃ“GICAS (MICROBIOLOGIA APLICADA),1989.0,1989.0,4,6,5.0,,5.0,4.955,4.925,50,54,104,15,31,21,23,36.0,54.0,2.066666667,1.095238095,1.5,44.0,17.0,10.251,67.73829501,44.0,6.0,14.262,19.80427215,5.0,83.33333333,5.0,14.0,35.71428571,49.34916339,2023-11-29 15:41:58.762555
42,33002037010P6,USP/ESALQ,AGRONOMIA (FÃSICA DO AMBIENTE AGRÃCOLA),1976.0,2001.0,4,6,5.0,,5.0,4.895,4.825,25,33,58,1,7,11,6,12.0,13.0,7.0,0.545454545,1.083333333,16.0,9.0,4.17,,1.0,0.0,0.165,,0.0,0.0,6.0,10.0,60.0,67.17361917,2023-11-29 15:41:58.762555
42,32002017001P3,UFV,FITOTECNIA (PRODUÃ‡ÃƒO VEGETAL),1961.0,1972.0,6,5,5.0,5.0,5.0,4.88,4.95,117,136,253,47,75,50,72,97.0,147.0,1.595744681,1.44,1.515463918,118.0,52.0,30.454,68.84768591,105.0,23.0,34.502,35.47338671,21.0,91.30434783,28.0,32.0,87.5,83.31588238,2023-11-29 15:41:58.762555
42,33002037003P0,USP/ESALQ,FITOTECNIA,1968.0,1986.0,6,5,5.0,5.0,5.0,4.91,4.85,55,56,111,31,31,41,40,72.0,71.0,1.0,0.975609756,0.986111111,61.0,21.0,14.488,62.82549065,72.0,13.0,22.87,29.63647129,11.0,84.61538462,10.0,18.0,55.55555556,67.3243463,2023-11-29 15:41:58.762555
42,33002037002P3,USP/ESALQ,AGRONOMIA (FITOPATOLOGIA),1964.0,1970.0,6,5,5.0,5.0,5.0,4.895,4.825,30,33,63,17,19,19,27,36.0,46.0,1.117647059,1.421052632,1.277777778,24.0,12.0,5.867,76.08131177,42.0,10.0,14.322,37.25877913,9.0,90.0,8.0,11.0,72.72727273,82.10410965,2023-11-29 15:41:58.762555
42,42001013035P7,UFRGS,FITOTECNIA,1965.0,1987.0,5,5,5.0,,5.0,5.0,5.0,71,95,166,32,36,24,60,56.0,96.0,1.125,2.5,1.714285714,80.0,29.0,20.587,61.82499744,66.0,14.0,20.492,36.41452618,12.0,85.71428571,17.0,24.0,70.83333333,77.96824367,2023-11-29 15:41:58.762555
42,32004010006P1,UFLA,GENÃ‰TICA E MELHORAMENTO DE PLANTAS,1986.0,1995.0,5,5,5.0,,5.0,4.97,5.0,33,39,72,17,29,20,41,37.0,70.0,1.705882353,2.05,1.891891892,53.0,31.0,13.198,82.08418814,34.0,13.0,10.294,64.15891609,6.0,46.15384615,7.0,10.0,70.0,77.01456966,2023-11-29 15:41:58.762555
42,33004064034P1,UNESP/BOT,AGRONOMIA (PROTEÃ‡ÃƒO DE PLANTAS),1987.0,1987.0,5,5,5.0,,4.7,4.76,5.0,47,60,107,29,34,28,23,57.0,57.0,1.172413793,0.821428571,1.0,35.0,25.0,8.152,94.89490751,49.0,11.0,14.452,40.6970994,9.0,81.81818182,9.0,14.0,64.28571429,66.78393496,2023-11-29 15:41:58.762555
42,40004015008P3,UEM,AGRONOMIA,1995.0,1999.0,5,5,5.0,,5.0,4.82,4.85,84,91,175,6,69,39,75,45.0,144.0,11.5,1.923076923,3.2,73.0,32.0,15.746,75.81299024,6.0,0.0,0.99,,0.0,0.0,11.0,24.0,45.83333333,52.7664514,2023-11-29 15:41:58.762555
42,33004064039P3,UNESP/BOT,AGRONOMIA (AGRICULTURA),1988.0,1988.0,5,5,5.0,,5.0,4.805,4.825,54,53,107,35,26,29,21,64.0,47.0,0.742857143,0.724137931,0.734375,46.0,29.0,11.412,85.68900984,70.0,14.0,22.295,33.22896532,12.0,85.71428571,4.0,15.0,26.66666667,42.53691398,2023-11-29 15:41:58.762555
42,41001010041P8,UFSC,RECURSOS GENÃ‰TICOS VEGETAIS,1998.0,2003.0,5,5,4.0,5.0,4.9,4.625,4.725,25,46,71,0,22,0,34,0.0,56.0,,,,22.0,3.0,3.399,,,,,,,0.0,4.0,14.0,28.57142857,45.9538755,2023-11-29 15:41:58.762555
42,32004010011P5,UFLA,ESTATÃSTICA E EXPERIMENTAÃ‡ÃƒO AGROPECUÃRIA,1996.0,2003.0,5,5,4.0,5.0,4.9,4.7,4.7,27,44,71,0,27,5,35,5.0,62.0,,7.0,12.4,27.0,4.0,5.684,41.43352433,,,,,,0.0,3.0,12.0,25.0,39.65281073,2023-11-29 15:41:58.762555
42,32002017023P7,UFV,BIOQUIMICA AGRICOLA,1999.0,1999.0,5,5,5.0,,4.7,4.715,4.525,29,43,72,3,10,14,17,17.0,27.0,3.333333333,1.214285714,1.588235294,1.0,0.0,0.107,,3.0,0.0,0.569,,0.0,0.0,4.0,13.0,30.76923077,51.07888697,2023-11-29 15:41:58.762555
42,32002017006P5,UFV,ENGENHARIA AGRÃCOLA,1970.0,1989.0,5,5,5.0,,4.7,4.625,4.525,73,86,159,55,63,56,59,111.0,122.0,1.145454545,1.053571429,1.099099099,105.0,43.0,27.096,66.09535286,80.0,19.0,22.175,45.66428807,19.0,100.0,20.0,27.0,74.07407407,78.4569114,2023-11-29 15:41:58.762555
42,33004064038P7,UNESP/BOT,AGRONOMIA (IRRIGAÃ‡ÃƒO E DRENAGEM),1988.0,1988.0,5,5,4.0,5.0,4.6,4.535,4.475,46,46,92,21,25,18,20,39.0,45.0,1.19047619,1.111111111,1.153846154,34.0,20.0,8.002,84.91736641,45.0,8.0,13.881,30.12365725,7.0,87.5,7.0,14.0,50.0,58.65388725,2023-11-29 15:41:58.762555
42,24009016007P3,UFCG,ENGENHARIA AGRÃCOLA,1987.0,2002.0,5,5,5.0,,4.7,4.55,4.3,36,66,102,0,55,7,87,7.0,142.0,,12.42857143,20.28571429,,,,,,,,,,0.0,12.0,21.0,57.14285714,61.75666658,2023-11-29 15:41:58.762555
42,33003017026P5,UNICAMP,ENGENHARIA AGRÃCOLA,1977.0,1993.0,5,5,4.0,5.0,4.7,4.535,4.275,95,150,245,43,65,86,66,129.0,131.0,1.511627907,0.76744186,1.015503876,112.0,44.0,27.262,66.72109787,101.0,22.0,30.109,39.05082748,19.0,86.36363636,11.0,45.0,24.44444444,42.53691398,2023-11-29 15:41:58.762555
42,23003014011P0,ESAM,FITOTECNIA,1989.0,2005.0,4,5,5.0,,5.0,4.94,5.0,35,46,81,0,20,0,40,0.0,60.0,,,,36.0,9.0,8.691,51.90729481,,,,,,0.0,4.0,12.0,33.33333333,45.9538755,2023-11-29 15:41:58.762555
42,31002013010P0,UFRRJ,FITOTECNIA,1989.0,1997.0,4,5,5.0,,5.0,4.9,5.0,64,82,146,14,22,27,30,41.0,52.0,1.571428571,1.111111111,1.268292683,33.0,14.0,8.481,67.56458664,17.0,2.0,4.238,,0.0,0.0,10.0,23.0,43.47826087,53.30352042,2023-11-29 15:41:58.762555
42,42002010027P4,UFSM,CIÃŠNCIA DO SOLO,2003.0,2003.0,4,5,5.0,,5.0,4.865,4.925,11,42,53,0,0,16,37,16.0,37.0,,2.3125,2.3125,,,,,,,,,,0.0,9.0,14.0,64.28571429,64.44799224,2023-11-29 15:41:58.762555
42,40002012013P4,UEL,AGRONOMIA,1994.0,2000.0,4,5,5.0,,5.0,4.895,4.825,76,94,170,10,33,30,56,40.0,89.0,3.3,1.866666667,2.225,45.0,21.0,11.184,72.57311023,11.0,1.0,1.815,,0.0,0.0,10.0,27.0,37.03703704,43.8149508,2023-11-29 15:41:58.762555
42,40004015020P3,UEM,GENÃ‰TICA E MELHORAMENTO,2002.0,2005.0,4,5,5.0,,4.7,4.775,4.675,27,46,73,0,3,2,32,2.0,35.0,,16.0,17.5,,,,,,,,,,0.0,9.0,14.0,64.28571429,64.78848902,2023-11-29 15:41:58.762555
42,42001013048P1,UFRGS,MICROBIOLOGIA AGRÃCOLA E DO AMBIENTE,1989.0,2005.0,4,5,5.0,,4.7,4.73,4.65,37,52,89,0,35,0,43,0.0,78.0,,,,52.0,8.0,13.599,37.22066129,,,,,,0.0,4.0,14.0,28.57142857,38.87101174,2023-11-29 15:41:58.762555
42,32004010014P4,UFLA,MICROBIOLOGIA AGRÃCOLA,2001.0,2006.0,4,5,4.0,5.0,5.0,4.775,4.625,20,21,41,0,3,0,20,0.0,23.0,,,,,,,,,,,,,0.0,5.0,6.0,83.33333333,79.32156969,2023-11-29 15:41:58.762555
42,25003011017P3,UFRPE,ENTOMOLOGIA AGRÃCOLA,1976.0,2004.0,4,5,4.0,,4.7,4.685,4.575,0,30,30,0,0,0,5,0.0,5.0,,,,,,,,,,,,,0.0,3.0,10.0,30.0,43.04142564,2023-11-29 15:41:58.762555
42,33002037008P1,USP/ESALQ,AGRONOMIA (ESTATÃSTICA  E EXPERIMENTAÃ‡ÃƒO AGRONÃ”MICA),1964.0,1979.0,4,5,4.0,5.0,4.7,4.58,4.35,25,29,54,9,10,5,14,14.0,24.0,1.111111111,2.8,1.714285714,21.0,6.0,5.695,52.4233716,22.0,11.0,7.428,72.85316327,8.0,72.72727273,2.0,7.0,28.57142857,40.6104111,2023-11-29 15:41:58.762555
42,42003016020P2,UFPEL,BIOTECNOLOGIA AGRICOLA,2003.0,2002.0,4,5,5.0,,4.7,4.565,4.275,19,39,58,0,0,5,12,5.0,12.0,,2.4,2.4,,,,,,,,,,0.0,8.0,12.0,66.66666667,68.80717252,2023-11-29 15:41:58.762555
42,32004010010P9,UFLA,ENGENHARIA FLORESTAL,1993.0,2000.0,4,5,5.0,,4.7,4.41,4.25,50,65,115,0,35,17,60,17.0,95.0,,3.529411765,5.588235294,65.0,23.0,16.246,61.99948863,,,,,,0.0,11.0,16.0,68.75,69.9805109,2023-11-29 15:41:58.762555
42,33004102071P2,UNESP/JAB,AGRONOMIA (CIÃŠNCIAS DO SOLO),1996.0,2005.0,4,5,5.0,,4.7,4.525,4.225,41,76,117,0,17,0,32,0.0,49.0,,,,15.0,5.0,2.752,,,,,,,0.0,5.0,19.0,26.31578947,38.27507832,2023-11-29 15:41:58.762555
42,22001018013P7,UFC,AGRONOMIA (SOLOS E NUTRIÃ‡ÃƒO DE PLANTAS),1976.0,,3,5,4.0,5.0,4.7,4.68,4.6,22,34,56,0,25,0,20,0.0,45.0,,,,35.0,5.0,7.921,38.83265581,,,,,,0.0,2.0,7.0,28.57142857,40.6104111,2023-11-29 15:41:58.762555
42,33004102001P4,UNESP/JAB,AGRONOMIA (PRODUÃ‡ÃƒO VEGETAL),1976.0,1984.0,5,4,4.0,4.0,5.0,4.86,4.8,104,156,260,45,46,67,48,112.0,94.0,1.022222222,0.71641791,0.839285714,83.0,41.0,19.753,76.69970035,122.0,23.0,38.387,31.51383842,15.0,65.2173913,13.0,39.0,33.33333333,44.67041121,2023-11-29 15:41:58.762555
42,24001031020P0,UFPB/AREIA,AGRONOMIA,1979.0,2001.0,5,4,4.0,4.0,5.0,4.79,4.7,57,59,116,2,32,24,39,26.0,71.0,16.0,1.625,2.730769231,53.0,16.0,13.169,56.86696114,2.0,0.0,0.33,,0.0,0.0,7.0,22.0,31.81818182,40.86792511,2023-11-29 15:41:58.762555
42,32004010012P1,UFLA,AGRONOMIA (FITOPATOLOGIA),1997.0,1997.0,5,4,4.0,,4.7,4.715,4.625,31,36,67,14,23,18,31,32.0,54.0,1.642857143,1.722222222,1.6875,40.0,18.0,10.169,70.23852411,18.0,3.0,4.182,,3.0,100.0,8.0,11.0,72.72727273,77.28486581,2023-11-29 15:41:58.762555
42,32004010007P8,UFLA,AGRONOMIA (ENTOMOLOGIA),1984.0,1999.0,5,4,4.0,,4.7,4.73,4.6,25,31,56,5,24,14,26,19.0,50.0,4.8,1.857142857,2.631578947,36.0,15.0,8.537,69.95108558,6.0,0.0,1.064,,0.0,0.0,7.0,9.0,77.77777778,69.5324632,2023-11-29 15:41:58.762555
42,33004064014P0,UNESP/BOT,AGRONOMIA (HORTICULTURA),1980.0,1992.0,5,4,4.0,4.0,4.7,4.64,4.55,45,72,117,21,14,25,22,46.0,36.0,0.666666667,0.88,0.782608696,37.0,19.0,9.188,76.54256469,49.0,8.0,15.425,26.48347247,7.0,87.5,11.0,17.0,64.70588235,63.69873098,2023-11-29 15:41:58.762555
42,25003011002P6,UFRPE,FITOPATOLOGIA,1976.0,1998.0,5,4,4.0,,4.7,4.595,4.525,35,44,79,4,26,15,29,19.0,55.0,6.5,1.933333333,2.894736842,45.0,19.0,10.192,72.28446356,9.0,3.0,1.559,,2.0,66.66666667,6.0,15.0,40.0,54.89819135,2023-11-29 15:41:58.762555
42,33004102037P9,UNESP/JAB,AGRONOMIA (ENTOMOLOGIA AGRÃCOLA),1988.0,1997.0,5,4,4.0,4.0,4.7,4.67,4.45,39,44,83,13,26,10,30,23.0,56.0,2.0,3.0,2.434782609,31.0,16.0,7.911,75.61211508,13.0,1.0,3.324,,1.0,100.0,6.0,12.0,50.0,60.9075238,2023-11-29 15:41:58.762555
42,42002010007P3,UFSM,AGRONOMIA,1971.0,1999.0,5,4,4.0,4.0,4.7,4.58,4.45,74,85,159,8,65,22,45,30.0,110.0,8.125,2.045454545,3.666666667,101.0,33.0,22.603,63.08074989,16.0,3.0,3.358,,2.0,66.66666667,13.0,24.0,54.16666667,60.9075238,2023-11-29 15:41:58.762555
42,32002017014P8,UFV,AGRONOMIA (METEOROLOGIA AGRÃCOLA),1981.0,2002.0,5,4,4.0,4.0,4.4,4.455,4.425,18,22,40,0,14,3,19,3.0,33.0,,6.333333333,11.0,28.0,7.0,6.788,51.78271209,,,,,,0.0,5.0,6.0,83.33333333,76.26375879,2023-11-29 15:41:58.762555
42,42003016016P5,UFPEL,CIÃŠNCIA E TECNOLOGIA DE SEMENTES,1996.0,1996.0,5,4,4.0,4.0,4.7,4.54,4.4,34,37,71,27,51,25,32,52.0,83.0,1.888888889,1.28,1.596153846,46.0,12.0,11.124,53.13825935,53.0,11.0,16.811,34.76730693,4.0,36.36363636,6.0,10.0,60.0,63.41224477,2023-11-29 15:41:58.762555
42,53001010021P0,UNB,FITOPATOLOGIA,1976.0,1991.0,5,4,4.0,,4.7,4.535,4.4,37,37,74,4,12,9,23,13.0,35.0,3.0,2.555555556,2.692307692,33.0,8.0,9.233,46.82177008,18.0,5.0,6.388,41.84336417,2.0,40.0,5.0,11.0,45.45454546,58.75861634,2023-11-29 15:41:58.762555
42,32002017012P5,UFV,CIÃŠNCIA FLORESTAL,1975.0,1989.0,5,4,4.0,,4.4,4.4,4.35,73,98,171,25,67,33,94,58.0,161.0,2.68,2.848484848,2.775862069,119.0,27.0,28.088,49.72853395,67.0,24.0,21.983,56.79335432,19.0,79.16666667,19.0,26.0,73.07692308,73.57554965,2023-11-29 15:41:58.762555
42,32004010008P4,UFLA,AGRONOMIA (FISIOLOGIA VEGETAL),1988.0,2000.0,5,4,4.0,,4.7,4.575,4.325,23,29,52,2,24,18,28,20.0,52.0,12.0,1.555555556,2.6,43.0,20.0,10.907,71.62677177,2.0,1.0,0.33,,1.0,100.0,8.0,10.0,80.0,74.33668091,2023-11-29 15:41:58.762555
42,42001013037P0,UFRGS,CIÃŠNCIAS DO SOLO,1965.0,1987.0,5,4,4.0,,4.7,4.51,4.325,44,60,104,22,15,17,16,39.0,31.0,0.681818182,0.941176471,0.794871795,31.0,13.0,9.037,62.55862547,47.0,21.0,14.657,70.99232174,20.0,95.23809524,7.0,15.0,46.66666667,61.75666658,2023-11-29 15:41:58.762555
42,33002037007P5,USP/ESALQ,IRRIGAÃ‡ÃƒO E DRENAGEM,1977.0,1990.0,5,4,4.0,4.0,4.6,4.505,4.325,27,37,64,31,9,32,16,63.0,25.0,0.290322581,0.5,0.396825397,22.0,19.0,5.488,100.0,62.0,19.0,19.686,50.96409504,17.0,89.47368421,6.0,9.0,66.66666667,74.98720629,2023-11-29 15:41:58.762555
42,33004102029P6,UNESP/JAB,AGRONOMIA (GENÃ‰TICA E MELHORAMENTO DE PLANTAS),1985.0,1999.0,5,4,4.0,4.0,4.7,4.55,4.25,44,68,112,23,25,16,26,39.0,51.0,1.086956522,1.625,1.307692308,51.0,31.0,13.521,81.00499435,32.0,3.0,7.009,20.3289323,2.0,66.66666667,10.0,16.0,62.5,63.10602406,2023-11-29 15:41:58.762555
42,32002017015P4,UFV,AGROQUÃMICA,1983.0,2006.0,5,4,4.0,5.0,4.2,4.275,4.175,40,47,87,0,34,0,37,0.0,71.0,,,,68.0,29.0,16.315,70.4017552,,,,,,0.0,2.0,15.0,13.33333333,23.52870864,2023-11-29 15:41:58.762555
42,42003016010P7,UFPEL,AGRONOMIA,1985.0,1991.0,5,4,4.0,4.0,4.3,4.2,4.025,72,89,161,11,38,33,42,44.0,80.0,3.454545455,1.272727273,1.818181818,115.0,46.0,30.959,63.70489762,38.0,6.0,9.424,33.74130901,1.0,16.66666667,7.0,27.0,25.92592593,40.98757614,2023-11-29 15:41:58.762555
42,40001016015P0,UFPR,ENGENHARIA FLORESTAL,1973.0,1982.0,5,4,4.0,4.0,4.4,4.23,3.75,107,144,251,42,56,50,93,92.0,149.0,1.333333333,1.86,1.619565217,86.0,18.0,19.958,47.92602048,98.0,40.0,29.269,68.383342,23.0,57.5,11.0,45.0,24.44444444,41.33666111,2023-11-29 15:41:58.762555
42,42002010015P6,UFSM,ENGENHARIA FLORESTAL,1990.0,1997.0,5,4,4.0,4.0,4.4,4.23,3.75,52,56,108,7,17,12,31,19.0,48.0,2.428571429,2.583333333,2.526315789,40.0,10.0,11.094,47.91041211,7.0,3.0,1.451,,1.0,33.33333333,10.0,21.0,47.61904762,56.95878651,2023-11-29 15:41:58.762555
42,32002017008P8,UFV,EXTENSÃƒO RURAL,1968.0,,5,4,4.0,4.0,4.1,4.01,3.475,38,39,77,0,31,0,36,0.0,67.0,,,,57.0,3.0,13.473,19.92706685,,,,,,0.0,1.0,12.0,8.333333333,13.45110951,2023-11-29 15:41:58.762555
42,31033016015P3,UENF,GENÃ‰TICA E MELHORAMENTO DE PLANTAS,2005.0,2005.0,4,4,4.0,,5.0,4.785714286,4.7,0,27,27,0,0,0,2,0.0,2.0,,,,,,,,,,,,,0.0,4.0,13.0,30.76923077,38.91650768,2023-11-29 15:41:58.762555
42,25003011003P2,UFRPE,AGRONOMIA (CIÃŠNCIAS DO SOLO),1977.0,2003.0,4,4,4.0,,4.3,4.475,4.65,41,48,89,0,15,0,38,0.0,53.0,,,,42.0,3.0,10.594,23.45879219,,,,,,0.0,4.0,15.0,26.66666667,39.92309637,2023-11-29 15:41:58.762555
42,32004010001P0,UFLA,AGRONOMIA (FITOTECNIA),1975.0,1989.0,4,4,4.0,,4.7,4.685,4.625,75,77,152,34,64,52,77,86.0,141.0,1.882352941,1.480769231,1.639534884,107.0,38.0,26.295,62.71994345,100.0,20.0,32.61,32.3619188,12.0,60.0,15.0,19.0,78.94736842,79.72607849,2023-11-29 15:41:58.762555
42,33002037016P4,USP/ESALQ,FISIOLOGIA BIOQUÃMICA DE PLANTAS,1988.0,2003.0,4,4,4.0,,4.7,4.73,4.55,41,43,84,0,15,0,23,0.0,38.0,,,,33.0,17.0,8.485,75.22047759,,,,,,0.0,6.0,11.0,54.54545455,58.26793809,2023-11-29 15:41:58.762555
42,31033016001P2,UENF,PRODUÃ‡ÃƒO VEGETAL,1994.0,1994.0,4,4,4.0,5.0,5.0,4.69,4.55,119,143,262,32,70,46,78,78.0,148.0,2.1875,1.695652174,1.897435897,62.0,33.0,13.561,83.68738864,47.0,11.0,12.951,45.28703872,6.0,54.54545455,11.0,41.0,26.82926829,35.52232039,2023-11-29 15:41:58.762555
42,32002017033P2,UFV,ESTATÃSTICA APLICADA E BIOMETRIA,2006.0,,4,4,4.0,,3.857142857,4.014285714,4.55,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,2023-11-29 15:41:58.762555
42,40001016031P6,UFPR,AGRONOMIA (PRODUÃ‡ÃƒO VEGETAL),1994.0,1995.0,4,4,4.0,,4.7,4.625,4.525,49,64,113,23,24,29,54,52.0,78.0,1.043478261,1.862068966,1.5,33.0,5.0,7.491,40.15025411,33.0,4.0,9.023,21.41018128,0.0,0.0,2.0,17.0,11.76470588,18.80214675,2023-11-29 15:41:58.762555
42,41002016003P1,UDESC,CIÃŠNCIAS DO SOLO,1997.0,,4,4,4.0,,4.7,4.67,4.5,30,36,66,0,16,0,27,0.0,43.0,,,,14.0,4.0,2.404,,,,,,,0.0,5.0,9.0,55.55555556,60.62117975,2023-11-29 15:41:58.762555
42,33004102070P6,UNESP/JAB,MICROBIOLOGIA AGROPECUÃRIA,1996.0,1996.0,4,4,4.0,4.0,4.7,4.585,4.475,36,51,87,5,31,19,51,24.0,82.0,6.2,2.684210526,3.416666667,31.0,7.0,6.203,54.5255406,6.0,1.0,1.36,,0.0,0.0,7.0,15.0,46.66666667,56.79927914,2023-11-29 15:41:58.762555
42,32006012015P0,UFU,AGRONOMIA,2000.0,2007.0,4,4,4.0,,4.7,4.54,4.35,43,69,112,0,35,0,62,0.0,97.0,,,,,,,,,,,,,0.0,4.0,17.0,23.52941177,32.44596573,2023-11-29 15:41:58.762555
42,42003016017P1,UFPEL,FISIOLOGIA VEGETAL,1996.0,2004.0,4,4,4.0,4.0,4.7,4.415,4.35,22,36,58,0,8,0,26,0.0,34.0,,,,21.0,6.0,5.063,56.06705307,,,,,,0.0,3.0,9.0,33.33333333,43.54023891,2023-11-29 15:41:58.762555
42,22001018012P0,UFC,AGRONOMIA (FITOTECNIA),1973.0,1994.0,4,4,4.0,,4.0,4.235,4.3,52,62,114,13,25,14,34,27.0,59.0,1.923076923,2.428571429,2.185185185,65.0,18.0,16.704,53.10545806,25.0,2.0,6.729,10.14920931,1.0,50.0,6.0,18.0,33.33333333,42.28247233,2023-11-29 15:41:58.762555
42,28022017001P5,UFRB,CIÃŠNCIAS AGRÃRIAS,1979.0,1979.0,4,4,4.0,,4.7,4.485,4.275,0,26,26,0,0,0,23,0.0,23.0,,,,,,,,,,,,,0.0,,,0.0,,2023-11-29 15:41:58.762555
42,33004099079P1,UNESP/IS,AGRONOMIA,1995.0,2004.0,4,4,4.0,,4.4,4.3,4.2,63,87,150,0,52,2,78,2.0,130.0,,39.0,65.0,43.0,18.0,7.421,83.53889206,,,,,,0.0,4.0,23.0,17.39130435,25.98052568,2023-11-29 15:41:58.762555
