conceito_atual,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,sigla_IES,id_instituicao
3,2.0,3.0,2.65,2.6275,2.307692308,12,49,61,0,0,0,25,0.0,25.0,,,,,,,,,,,,,,0.0,10.0,0.0,,,
6,6.0,,5.0,5.0,5.0,34,40,74,3,14,10,36,13.0,50.0,4.666666667,3.6,3.846153846,23.0,2.0,6.266,25.38183806,6.0,1.0,1.797,,0.0,0.0,5.0,13.0,38.46153846,86.96665744,,
6,6.0,,5.0,4.76,4.65,38,72,110,3,25,19,44,22.0,69.0,8.333333333,2.315789474,3.136363636,22.0,3.0,3.647,,4.0,4.0,1.229,,0.0,0.0,4.0,14.0,28.57142857,65.2305987,,
5,5.0,,5.0,4.595,4.425,0,28,28,0,0,4,16,4.0,16.0,,4.0,4.0,,,,,,,,,,,,,,,,
5,5.0,,4.7,4.72,4.55,35,50,85,2,18,9,38,11.0,56.0,9.0,4.222222222,5.090909091,43.0,4.0,12.755,25.09115702,2.0,0.0,0.33,,0.0,,4.0,16.0,25.0,65.81401142,,
5,5.0,,4.6,4.6,4.5,36,67,103,4,38,8,42,12.0,80.0,9.5,5.25,6.666666667,49.0,1.0,10.695,10.19395857,8.0,6.0,1.943,,4.0,66.66666667,4.0,16.0,25.0,63.74823979,,
5,5.0,,4.7,4.575,4.475,33,58,91,6,15,13,21,19.0,36.0,2.5,1.615384615,1.894736842,32.0,6.0,8.733,40.84742898,14.0,12.0,3.267,,4.0,33.33333333,5.0,15.0,33.33333333,79.83289762,,
5,5.0,,4.7,4.55,4.4,0,13,13,0,0,3,12,3.0,12.0,,4.0,4.0,,,,,,,,,,,,,,,,
5,5.0,,4.7,4.535,4.225,36,73,109,0,15,21,47,21.0,62.0,,2.238095238,2.952380952,46.0,12.0,11.441,52.28916266,,,,,,,4.0,24.0,16.66666667,48.7502057,,
5,5.0,,4.6,4.27,4.225,38,69,107,0,2,15,57,15.0,59.0,,3.8,3.933333333,,,,,,,,,,,1.0,22.0,4.545454545,11.83014503,,
5,5.0,,4.7,4.295,4.075,29,55,84,2,45,24,29,26.0,74.0,22.5,1.208333333,2.846153846,117.0,19.0,29.642,39.19079989,2.0,0.0,0.33,,0.0,,3.0,15.0,20.0,58.64618162,,
4,5.0,,4.7,4.525,4.35,27,56,83,0,30,0,61,0.0,91.0,,,,24.0,0.0,4.584,,,,,,,,5.0,15.0,33.33333333,66.97781302,,
4,4.0,,3.8,4.085,3.775,32,56,88,0,18,0,34,0.0,52.0,,,,38.0,4.0,9.853,29.61230379,,,,,,,4.0,20.0,20.0,52.23810261,,
4,4.0,,4.4,4.06,3.7,33,106,139,0,17,1,106,1.0,123.0,,106.0,123.0,62.0,9.0,14.587,38.30430566,,,,,,,2.0,26.0,7.692307692,25.79231743,,
4,4.0,,4.0,3.635,3.7,97,154,251,10,61,29,88,39.0,149.0,6.1,3.034482759,3.820512821,92.0,19.0,18.252,52.06336871,87.0,39.0,27.741,69.93841253,21.0,53.84615385,7.0,50.0,14.0,45.03148261,,
4,4.0,,3.7,3.605,3.575,46,71,117,0,31,0,45,0.0,76.0,,,,64.0,3.0,17.7,16.40038238,,,,,,,4.0,20.0,20.0,54.23410585,,
4,3.0,3.0,3.4,3.315,3.175,32,52,84,0,18,0,35,0.0,53.0,,,,2.0,0.0,0.404,,,,,,,,0.0,15.0,0.0,,,
3,4.0,,4.3,4.27,4.375,23,44,67,0,12,0,47,0.0,59.0,,,,5.0,0.0,0.535,,,,,,,,2.0,10.0,20.0,56.16482517,,
3,4.0,,4.3,4.28,4.35,21,40,61,0,14,0,48,0.0,62.0,,,,,,,,,,,,,,0.0,13.0,0.0,,,
3,4.0,,3.7,3.95,3.625,9,39,48,0,0,0,18,0.0,18.0,,,,,,,,,,,,,,1.0,11.0,9.090909091,24.56729304,,
3,4.0,,3.7,3.85,3.575,35,60,95,0,23,0,64,0.0,87.0,,,,61.0,5.0,14.319,26.90291056,,,,,,,1.0,21.0,4.761904762,12.55913965,,
3,4.0,,3.7,3.59,3.5,16,45,61,0,7,0,23,0.0,30.0,,,,11.0,0.0,2.222,,,,,,,,0.0,10.0,0.0,,,
3,4.0,,4.1,3.98,3.475,12,40,52,0,0,0,22,0.0,22.0,,,,,,,,,,,,,,1.0,8.0,12.5,43.07249003,,
4,3.0,3.0,3.0,3.125,2.575,0,7,7,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,3.3,3.53,3.7,0,23,23,0,0,0,13,0.0,13.0,,,,,,,,,,,,,,0.0,7.0,0.0,,,
3,3.0,,3.4,3.6725,3.4875,0,8,8,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,3.0,,3.1,3.37,3.3,0,41,41,0,0,0,2,0.0,2.0,,,,,,,,,,,,,,2.0,13.0,15.38461539,41.35651077,,
3,3.0,,3.4,3.61,3.2,0,31,31,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,0.0,11.0,0.0,,,
3,3.0,,3.3,3.475,3.2,0,26,26,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,0.0,10.0,0.0,,,
3,3.0,,2.7,2.93,2.825,32,29,61,0,54,0,52,0.0,106.0,,,,65.0,3.0,12.08,21.47789396,,,,,,,0.0,8.0,0.0,,,
3,3.0,3.0,3.0,2.91,2.775,0,42,42,0,0,0,4,0.0,4.0,,,,,,,,,,,,,,1.0,7.0,14.28571429,47.1869825,,
3,3.0,,3.1,3.032857143,2.446428571,0,9,9,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
7,7.0,,5.0,4.925,4.884615385,50,58,108,40,29,43,40,83.0,69.0,0.725,0.930232558,0.831325301,77.0,28.0,20.376,60.96827753,99.0,38.0,33.32,58.94514399,32.0,84.21052632,14.0,19.0,73.68421053,83.81314186,,
7,7.0,,5.0,4.845,4.838461538,110,124,234,58,71,62,91,120.0,162.0,1.224137931,1.467741935,1.35,138.0,71.0,33.936,77.03539472,111.0,30.0,34.33,46.51977656,29.0,96.66666667,24.0,37.0,64.86486487,77.96735499,,
6,6.0,7.0,5.0,4.97,4.953846154,125,139,264,92,130,95,117,187.0,247.0,1.413043478,1.231578947,1.320855615,202.0,88.0,47.624,71.93176744,182.0,60.0,56.865,55.14353306,55.0,91.66666667,16.0,46.0,34.7826087,50.80946005,,
6,6.0,,5.0,4.915,4.953846154,276,379,655,72,133,143,145,215.0,278.0,1.847222222,1.013986014,1.293023256,212.0,55.0,48.851,54.45341072,171.0,43.0,56.357,40.79615603,16.0,37.20930233,44.0,110.0,40.0,53.34006168,,
6,7.0,,5.0,4.865,4.792307692,60,74,134,44,84,49,103,93.0,187.0,1.909090909,2.102040816,2.010752688,180.0,45.0,47.182,49.50363286,103.0,26.0,33.134,41.94748265,16.0,61.53846154,20.0,25.0,80.0,82.14534104,,
7,6.0,,5.0,4.84,4.838461538,59,69,128,30,64,44,68,74.0,132.0,2.133333333,1.545454545,1.783783784,89.0,23.0,23.144,50.69209039,77.0,21.0,23.601,47.3111173,15.0,71.42857143,15.0,23.0,65.2173913,73.99953162,,
6,6.0,,5.0,5.0,5.0,62,73,135,29,40,25,41,54.0,81.0,1.379310345,1.64,1.5,82.0,40.0,21.444,72.30841735,67.0,18.0,20.63,46.45207331,16.0,88.88888889,9.0,25.0,36.0,55.03687684,,
6,6.0,,5.0,4.9125,5.0,61,73,134,27,51,24,60,51.0,111.0,1.888888889,2.5,2.176470588,73.0,27.0,16.734,66.70987401,72.0,19.0,24.007,42.30202143,12.0,63.15789474,8.0,24.0,33.33333333,48.66247436,,
6,6.0,,5.0,4.895,4.838461538,87,91,178,39,72,40,105,79.0,177.0,1.846153846,2.625,2.240506329,114.0,19.0,30.016,38.89760072,77.0,10.0,24.216,19.24413031,9.0,90.0,14.0,25.0,56.0,72.17391917,,
6,6.0,,5.0,4.815,4.838461538,30,44,74,25,33,27,39,52.0,72.0,1.32,1.444444444,1.384615385,67.0,23.0,18.352,57.87699504,57.0,11.0,17.88,32.47528797,8.0,72.72727273,9.0,12.0,75.0,78.80875082,,
6,5.0,6.0,5.0,4.83,4.815384615,77,160,237,23,67,53,104,76.0,171.0,2.913043478,1.962264151,2.25,94.0,19.0,22.426,46.21319361,49.0,10.0,15.477,34.29190552,5.0,50.0,15.0,35.0,42.85714286,54.42703547,,
6,5.0,6.0,4.7,4.55,4.423076923,36,43,79,26,33,40,61,66.0,94.0,1.269230769,1.525,1.424242424,61.0,15.0,15.682,49.5862904,56.0,11.0,17.567,33.1246758,8.0,72.72727273,11.0,12.0,91.66666667,86.64201685,,
5,5.0,6.0,5.0,4.82,4.723076923,42,55,97,13,42,27,58,40.0,100.0,3.230769231,2.148148148,2.5,64.0,24.0,14.108,68.70560215,13.0,2.0,2.514,,2.0,100.0,8.0,16.0,50.0,57.08306379,,
5,5.0,6.0,5.0,4.805,4.7,41,69,110,22,38,33,61,55.0,99.0,1.727272727,1.848484848,1.8,43.0,12.0,10.255,55.66455883,42.0,5.0,12.794,17.61380089,3.0,60.0,11.0,19.0,57.89473684,71.21292191,,
5,6.0,,5.0,4.775,4.653846154,45,56,101,16,0,44,10,60.0,10.0,0.0,0.227272727,0.166666667,,,,,19.0,2.0,4.023,,0.0,0.0,10.0,19.0,52.63157895,62.69418589,,
5,5.0,,4.9,4.7025,4.861538462,27,29,56,5,13,14,23,19.0,36.0,2.6,1.642857143,1.894736842,27.0,9.0,7.255,57.5425622,11.0,2.0,3.954,,1.0,50.0,2.0,10.0,20.0,42.70325734,,
5,5.0,5.0,5.0,4.865,4.792307692,49,45,94,15,37,7,37,22.0,74.0,2.466666667,5.285714286,3.363636364,55.0,10.0,13.892,41.9929762,29.0,5.0,8.732,29.89453005,5.0,100.0,10.0,15.0,66.66666667,75.10407611,,
5,5.0,,5.0,4.555,4.553846154,33,42,75,0,30,0,42,0.0,72.0,,,,41.0,4.0,8.649,32.12642902,,,,,,0.0,3.0,13.0,23.07692308,39.5254949,,
5,5.0,,4.55,4.375,4.307692308,43,69,112,8,14,22,35,30.0,49.0,1.75,1.590909091,1.633333333,27.0,11.0,6.116,70.86312301,14.0,3.0,3.249,,1.0,33.33333333,12.0,19.0,63.15789474,73.76395951,,
5,5.0,,4.65,4.245,4.076923077,52,78,130,10,29,15,33,25.0,62.0,2.9,2.2,2.48,42.0,9.0,10.137,47.49061956,10.0,2.0,2.166,,0.0,0.0,5.0,25.0,20.0,34.28814832,,
4,4.0,5.0,4.75,4.795,5.0,36,48,84,0,28,5,40,5.0,68.0,,8.0,13.6,47.0,13.0,10.892,56.29457202,,,,,,0.0,2.0,13.0,15.38461539,27.9441822,,
4,4.0,5.0,4.9,4.73,4.676923077,40,47,87,4,19,8,23,12.0,42.0,4.75,2.875,3.5,28.0,8.0,6.701,56.30302278,5.0,0.0,0.973,,0.0,0.0,5.0,17.0,29.41176471,44.5310462,,
4,4.0,5.0,4.4,4.6025,4.561538462,45,66,111,4,40,28,55,32.0,95.0,10.0,1.964285714,2.96875,51.0,15.0,12.176,57.31614321,4.0,2.0,0.734,,0.0,0.0,5.0,17.0,29.41176471,42.65539115,,
4,5.0,,4.4,4.475,4.430769231,44,72,116,3,36,21,31,24.0,67.0,12.0,1.476190476,2.791666667,40.0,13.0,8.539,64.57906402,19.0,8.0,5.841,68.50284467,4.0,50.0,4.0,19.0,21.05263158,33.31617718,,
5,4.0,5.0,4.1,4.3775,4.338461538,60,83,143,16,41,12,44,28.0,85.0,2.5625,3.666666667,3.035714286,33.0,10.0,7.495,59.96256862,25.0,6.0,6.97,45.86631507,5.0,83.33333333,10.0,19.0,52.63157895,64.62458142,,
5,4.0,4.0,3.95,3.75,3.3,46,60,106,15,0,3,0,18.0,0.0,0.0,0.0,0.0,,,,,26.0,3.0,7.198,19.52183028,3.0,100.0,13.0,17.0,76.47058824,83.50500843,,
4,4.0,,4.35,4.385,4.469230769,20,34,54,0,15,0,20,0.0,35.0,,,,,,,,,,,,,0.0,3.0,11.0,27.27272727,37.77754899,,
4,4.0,4.0,4.45,4.425,4.423076923,66,83,149,1,42,6,68,7.0,110.0,42.0,11.33333333,15.71428571,20.0,4.0,4.358,,1.0,0.0,0.165,,0.0,0.0,3.0,21.0,14.28571429,23.72609187,,
4,4.0,,4.3,4.3875,4.415384615,24,33,57,0,11,3,20,3.0,31.0,,6.666666667,10.33333333,46.0,5.0,13.033,28.5711166,,,,,,0.0,3.0,12.0,25.0,44.9500615,,
4,4.0,4.0,4.3,4.3525,4.407692308,81,117,198,31,35,43,40,74.0,75.0,1.129032258,0.930232558,1.013513514,97.0,44.0,24.802,70.32579243,75.0,13.0,22.536,30.15607769,10.0,76.92307692,21.0,30.0,70.0,75.38260795,,
4,4.0,,4.35,4.4825,4.3,32,40,72,0,11,0,33,0.0,44.0,,,,3.0,1.0,0.321,,,,,,,0.0,3.0,11.0,27.27272727,37.77754899,,
4,4.0,,4.1,4.1,4.2,38,46,84,0,5,0,18,0.0,23.0,,,,,,,,,,,,,0.0,1.0,15.0,6.666666667,15.32806072,,
4,4.0,,4.4,4.1325,4.192307692,34,45,79,13,0,27,7,40.0,7.0,0.0,0.259259259,0.175,,,,,20.0,5.0,4.827,,1.0,20.0,5.0,14.0,35.71428571,57.82513085,,
4,4.0,,4.0,4.0775,4.176923077,44,60,104,0,0,5,6,5.0,6.0,,1.2,1.2,,,,,,,,,,0.0,12.0,17.0,70.58823529,82.87206733,,
4,4.0,,4.0,4.06,4.161538462,20,61,81,0,20,0,23,0.0,43.0,,,,8.0,0.0,0.951,,,,,,,0.0,5.0,14.0,35.71428571,50.08436135,,
4,4.0,,4.0,3.9775,4.061538462,27,41,68,0,17,0,33,0.0,50.0,,,,4.0,0.0,0.428,,,,,,,0.0,2.0,12.0,16.66666667,26.72576324,,
4,4.0,,4.25,4.285,4.007692308,25,34,59,0,24,0,37,0.0,61.0,,,,46.0,7.0,11.44,38.11368885,,,,,,0.0,6.0,10.0,60.0,63.91619059,,
4,4.0,,3.9,3.85,3.661538462,31,46,77,0,15,0,35,0.0,50.0,,,,28.0,8.0,7.045,54.7202606,,,,,,0.0,3.0,14.0,21.42857143,32.07480571,,
4,3.0,4.0,3.65,3.565,3.530769231,41,64,105,0,27,0,36,0.0,63.0,,,,,,,,,,,,,0.0,3.0,19.0,15.78947368,31.6787197,,
4,4.0,,3.65,3.6575,3.407692308,33,52,85,0,25,0,29,0.0,54.0,,,,29.0,11.0,7.098,65.22459063,,,,,,0.0,4.0,16.0,25.0,37.41351634,,
3,3.0,4.0,4.45,4.4075,4.684615385,0,61,61,0,0,0,11,0.0,11.0,,,,,,,,,,,,,0.0,4.0,26.0,15.38461539,32.58980249,,
3,4.0,,4.35,4.5175,4.653846154,99,91,190,5,35,9,47,14.0,82.0,7.0,5.222222222,5.857142857,25.0,6.0,4.275,,5.0,1.0,1.047,,1.0,100.0,13.0,26.0,50.0,60.68648275,,
3,4.0,4.0,4.1,4.3825,4.353846154,0,70,70,0,0,0,10,0.0,10.0,,,,,,,,,,,,,0.0,10.0,20.0,50.0,64.17618102,,
3,3.0,4.0,4.3,4.2725,4.323076923,30,51,81,0,17,0,41,0.0,58.0,,,,16.0,1.0,3.722,,,,,,,0.0,2.0,16.0,12.5,21.29056328,,
3,4.0,,4.25,4.335,4.2,34,38,72,0,5,0,22,0.0,27.0,,,,,,,,,,,,,0.0,5.0,11.0,45.45454546,54.78669626,,
3,3.0,4.0,4.0,4.0225,4.092307692,14,91,105,0,0,0,30,0.0,30.0,,,,,,,,,,,,,0.0,4.0,29.0,13.79310345,24.43172768,,
3,4.0,,4.25,4.29,4.061538462,0,48,48,0,0,0,15,0.0,15.0,,,,,,,,,,,,,0.0,4.0,14.0,28.57142857,42.00060454,,
3,3.0,4.0,4.0,3.8925,3.930769231,22,34,56,0,6,0,15,0.0,21.0,,,,,,,,,,,,,0.0,2.0,7.0,28.57142857,38.94486952,,
3,3.0,3.0,4.0,3.8925,3.815384615,0,52,52,0,0,0,2,0.0,2.0,,,,,,,,,,,,,0.0,0.0,13.0,0.0,,,
3,3.0,4.0,4.0,3.795,3.769230769,24,53,77,0,20,0,24,0.0,44.0,,,,26.0,3.0,6.316,32.66151235,,,,,,0.0,0.0,14.0,0.0,,,
3,3.0,4.0,3.65,3.86,3.715384615,34,97,131,4,0,33,0,37.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,0.808,,0.0,0.0,6.0,26.0,23.07692308,40.85061284,,
4,3.0,,3.55,3.405,2.638461538,38,43,81,27,48,17,23,44.0,71.0,1.777777778,1.352941176,1.613636364,64.0,24.0,17.087,61.72421914,52.0,11.0,16.512,35.44789569,10.0,90.90909091,5.0,11.0,45.45454546,56.46744002,,
3,3.0,,3.45,3.5625,3.538461538,0,16,16,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.4,3.4225,3.515384615,0,34,34,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,12.0,8.333333333,21.29056328,,
3,3.0,,3.3,3.1925,3.384615385,0,54,54,0,0,0,18,0.0,18.0,,,,,,,,,,,,,0.0,0.0,13.0,0.0,,,
3,3.0,,3.5,3.3925,3.246153846,0,36,36,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,16.0,6.25,21.29056328,,
3,3.0,,3.1,3.3625,3.230769231,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,3.0,3.45,3.5025,3.215384615,0,25,25,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,3.0,3.4,3.3425,3.2,35,38,73,0,4,0,17,0.0,21.0,,,,,,,,,,,,,0.0,0.0,12.0,0.0,,,
3,3.0,,3.35,3.35,3.192307692,27,39,66,0,5,0,21,0.0,26.0,,,,,,,,,,,,,0.0,0.0,11.0,0.0,,,
3,3.0,,3.35,3.275833333,3.097435897,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.1,3.165,2.984615385,46,58,104,0,16,0,21,0.0,37.0,,,,22.0,4.0,5.514,42.18555834,,,,,,0.0,4.0,19.0,21.05263158,36.89628128,,
3,3.0,3.0,3.05,3.21,2.976923077,27,27,54,0,24,0,25,0.0,49.0,,,,34.0,2.0,8.632,20.48208852,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,,2.75,2.7475,2.515384615,0,25,25,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,9.0,11.11111111,19.26191431,,
3,3.0,,2.9,3.06,2.169230769,30,52,82,0,15,0,31,0.0,46.0,,,,10.0,2.0,1.545,,,,,,,0.0,2.0,12.0,16.66666667,26.72576324,,
3,2.0,2.0,2.3,2.315,1.161538462,20,33,53,0,11,0,8,0.0,19.0,,,,,,,,,,,,,0.0,0.0,12.0,0.0,,,
6,7.0,,4.75,4.8025,4.953846154,146,159,305,104,113,87,133,191.0,246.0,1.086538462,1.528735632,1.287958115,202.0,79.0,50.493,65.57305641,230.0,62.0,71.395,46.24658823,54.0,87.09677419,23.0,53.0,43.39622642,71.25698139,,
6,7.0,,4.9,4.67,4.746153846,68,77,145,25,41,28,78,53.0,119.0,1.64,2.785714286,2.245283019,80.0,11.0,20.0,35.73380389,50.0,9.0,15.39,30.64236717,8.0,88.88888889,13.0,22.0,59.09090909,83.42767549,,
6,6.0,7.0,4.7,4.53,4.469230769,59,68,127,15,39,19,56,34.0,95.0,2.6,2.947368421,2.794117647,50.0,14.0,12.582,54.08862293,36.0,12.0,11.834,53.25735928,12.0,100.0,10.0,19.0,52.63157895,82.4630929,,
6,6.0,,4.75,4.7025,4.792307692,90,158,248,48,105,55,112,103.0,217.0,2.1875,2.036363636,2.106796117,179.0,36.0,44.375,45.05600521,112.0,49.0,33.91,71.46853323,38.0,77.55102041,20.0,42.0,47.61904762,74.37187727,,
6,6.0,,5.0,4.785,4.746153846,83,150,233,25,79,27,110,52.0,189.0,3.16,4.074074074,3.634615385,115.0,18.0,30.318,37.42754409,64.0,20.0,20.168,52.21533702,14.0,70.0,20.0,48.0,41.66666667,66.61086209,,
5,6.0,,4.45,4.495,4.607692308,67,70,137,126,167,101,120,227.0,287.0,1.325396825,1.188118812,1.264317181,311.0,36.0,75.617,32.70821794,313.0,52.0,97.775,27.33323576,37.0,71.15384615,9.0,22.0,40.90909091,70.18907858,,
5,5.0,6.0,5.0,4.615,4.561538462,61,89,150,23,29,28,45,51.0,74.0,1.260869565,1.607142857,1.450980392,76.0,35.0,19.437,70.90960604,38.0,7.0,10.699,34.76345727,3.0,42.85714286,12.0,24.0,50.0,75.18171094,,
5,5.0,,5.0,4.7525,4.838461538,35,40,75,1,70,15,58,16.0,128.0,70.0,3.866666667,8.0,41.0,7.0,7.755,47.94913863,1.0,1.0,0.165,,0.0,0.0,4.0,10.0,40.0,62.81398539,,
5,5.0,,5.0,4.795,4.730769231,27,35,62,8,30,21,52,29.0,82.0,3.75,2.476190476,2.827586207,66.0,9.0,16.016,36.20291583,8.0,2.0,1.394,,0.0,0.0,6.0,10.0,60.0,79.57815102,,
5,5.0,,5.0,4.65,4.584615385,85,105,190,41,63,54,75,95.0,138.0,1.536585366,1.388888889,1.452631579,121.0,41.0,31.888,58.721648,115.0,31.0,37.681,43.92615148,22.0,70.96774194,16.0,30.0,53.33333333,72.244424,,
5,4.0,4.0,4.45,4.2875,4.307692308,56,92,148,23,44,22,45,45.0,89.0,1.913043478,2.045454545,1.977777778,69.0,12.0,16.538,42.19159379,54.0,20.0,15.903,63.94075932,14.0,70.0,7.0,21.0,33.33333333,60.62161377,,
5,4.0,5.0,4.4,4.15,4.207692308,66,96,162,41,46,44,44,85.0,90.0,1.12195122,1.0,1.058823529,93.0,10.0,22.229,31.57901899,97.0,30.0,30.938,51.17897924,21.0,70.0,9.0,32.0,28.125,51.0080001,,
4,5.0,,4.45,4.485,4.515384615,38,60,98,0,16,0,55,0.0,71.0,,,,,,,,,,,,,0.0,6.0,17.0,35.29411765,56.32406982,,
4,5.0,,4.4,4.4075,4.415384615,36,56,92,0,58,2,88,2.0,146.0,,44.0,73.0,89.0,12.0,20.112,37.53965647,,,,,,0.0,6.0,17.0,35.29411765,65.61589733,,
4,5.0,,4.6,4.44,4.307692308,68,135,203,2,10,21,41,23.0,51.0,5.0,1.952380952,2.217391304,34.0,8.0,8.688,48.50659966,18.0,5.0,6.571,40.68526829,1.0,20.0,19.0,46.0,41.30434783,65.50371023,,
4,4.0,5.0,4.7,4.37,4.223076923,67,58,125,18,47,14,74,32.0,121.0,2.611111111,5.285714286,3.78125,84.0,6.0,21.349,23.34098771,36.0,4.0,11.898,13.3827199,3.0,75.0,12.0,18.0,66.66666667,81.55648727,,
5,4.0,5.0,4.35,4.245,4.115384615,72,203,275,29,60,44,126,73.0,186.0,2.068965517,2.863636364,2.547945205,91.0,22.0,23.124,49.43275359,75.0,25.0,24.814,52.95413568,14.0,56.0,19.0,46.0,41.30434783,63.41492795,,
4,4.0,4.0,4.4,4.4375,4.469230769,75,101,176,5,72,39,94,44.0,166.0,14.4,2.41025641,3.772727273,105.0,28.0,24.193,55.31687324,6.0,1.0,0.99,,1.0,100.0,9.0,30.0,30.0,54.92271594,,
4,4.0,,3.9,3.9525,4.176923077,11,53,64,0,5,0,38,0.0,43.0,,,,,,,,,,,,,0.0,4.0,11.0,36.36363636,61.09888304,,
4,4.0,,4.35,3.95,4.076923077,38,70,108,0,22,0,36,0.0,58.0,,,,52.0,14.0,14.721,49.42163386,,,,,,0.0,4.0,23.0,17.39130435,37.69972028,,
4,4.0,,3.75,3.9075,4.030769231,36,114,150,13,24,22,54,35.0,78.0,1.846153846,2.454545455,2.228571429,62.0,19.0,16.458,55.23768385,38.0,6.0,10.819,28.77377334,3.0,50.0,7.0,29.0,24.13793103,50.01811014,,
4,4.0,4.0,3.65,3.5425,4.007692308,63,88,151,9,53,25,69,34.0,122.0,5.888888889,2.76,3.588235294,79.0,17.0,18.495,48.45641162,12.0,4.0,2.569,,4.0,100.0,6.0,28.0,21.42857143,43.00842266,,
4,4.0,,3.65,3.6425,3.853846154,37,71,108,0,40,0,19,0.0,59.0,,,,28.0,2.0,5.643,27.16151264,,,,,,0.0,7.0,13.0,53.84615385,71.06149582,,
4,4.0,,4.1,3.96,3.807692308,32,43,75,0,21,0,38,0.0,59.0,,,,5.0,0.0,0.535,,,,,,,0.0,3.0,14.0,21.42857143,40.76108273,,
4,4.0,,4.0,3.7125,3.592307692,45,70,115,0,25,0,45,0.0,70.0,,,,20.0,1.0,3.58,,,,,,,0.0,1.0,21.0,4.761904762,15.52890537,,
4,4.0,,3.65,3.825,3.569230769,58,91,149,20,37,25,30,45.0,67.0,1.85,1.2,1.488888889,47.0,10.0,11.232,47.56758136,23.0,6.0,5.379,57.84615561,3.0,50.0,5.0,24.0,20.83333333,44.44166887,,
4,4.0,,4.0,3.83,3.561538462,30,43,73,9,67,19,55,28.0,122.0,7.444444444,2.894736842,4.357142857,111.0,9.0,28.088,25.44601315,23.0,11.0,7.904,69.3795749,7.0,63.63636364,5.0,13.0,38.46153846,67.94052904,,
4,4.0,,3.95,3.63,3.546153846,37,58,95,2,47,14,91,16.0,138.0,23.5,6.5,8.625,48.0,9.0,10.251,47.18274107,2.0,1.0,0.404,,0.0,0.0,3.0,16.0,18.75,46.25211193,,
4,4.0,,3.55,3.4575,3.492307692,23,49,72,7,14,8,27,15.0,41.0,2.0,3.375,2.733333333,39.0,15.0,10.928,60.92965301,10.0,1.0,2.588,,0.0,0.0,2.0,12.0,16.66666667,35.2594269,,
4,4.0,,3.95,3.7075,3.469230769,26,38,64,0,29,0,34,0.0,63.0,,,,18.0,0.0,2.854,,,,,,,0.0,4.0,12.0,33.33333333,56.58317915,,
4,4.0,,3.45,3.675,3.276923077,60,61,121,0,90,0,110,0.0,200.0,,,,83.0,2.0,19.378,11.10122,,,,,,0.0,3.0,21.0,14.28571429,32.174172,,
4,3.0,4.0,3.45,3.525,3.092307692,28,46,74,2,34,5,34,7.0,68.0,17.0,6.8,9.714285714,7.0,1.0,0.749,,4.0,1.0,1.028,,0.0,0.0,5.0,10.0,50.0,72.97193833,,
4,4.0,,3.7,3.3,3.038461538,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
4,4.0,,3.6,3.33,2.730769231,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
4,4.0,,3.3,3.135,2.707692308,0,24,24,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,4.0,,4.35,4.22,4.1,9,20,29,0,0,0,13,0.0,13.0,,,,,,,,,,,,,0.0,3.0,6.0,50.0,71.13353191,,
3,3.0,3.0,3.65,3.7975,3.884615385,39,58,97,0,30,0,60,0.0,90.0,,,,16.0,4.0,2.187,,,,,,,0.0,0.0,19.0,0.0,,,
3,3.0,4.0,3.6,3.5275,3.515384615,13,65,78,0,0,0,9,0.0,9.0,,,,,,,,,,,,,0.0,1.0,16.0,6.25,18.8835975,,
