conceito_atual,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,sigla_IES,id_instituicao
4,4.0,,4.3,4.425,4.425,41,73,114,0,17,0,40,0.0,57.0,0.0,0.0,0.0,11.0,0.0,1.652,,,,,,,0.0,1.0,26.0,3.846153846,18.91372138,,
4,4.0,,4.4,4.4375,4.3625,0,46,46,0,0,3,6,3.0,6.0,0.0,2.0,2.0,,,,,,,,,,0.0,1.0,19.0,5.263157895,31.68710056,,
4,4.0,,4.4,4.39,4.35,3,158,161,2,2,29,65,31.0,67.0,1.0,2.24137931,2.161290323,33.0,15.0,7.794,73.56921727,43.0,12.0,14.423,44.40380199,11.0,91.66666667,6.0,39.0,15.38461539,45.16298791,,
4,4.0,,4.3,4.37,4.35,40,71,111,0,41,0,108,0.0,149.0,0.0,0.0,0.0,52.0,2.0,9.122,19.71405481,,,,,,0.0,1.0,19.0,5.263157895,27.39583108,,
4,4.0,,4.3,4.21,4.3,13,33,46,0,1,0,15,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,8.0,0.0,,,
4,4.0,,4.3,4.24,4.25,57,75,132,13,0,36,0,49.0,0.0,0.0,0.0,0.0,,,,,13.0,6.0,3.18,,4.0,66.66666667,2.0,16.0,12.5,40.08063759,,
4,4.0,,4.4,4.34,4.2,23,37,60,10,6,6,18,16.0,24.0,0.6,3.0,1.5,16.0,7.0,4.131,,20.0,9.0,5.331,80.54553608,7.0,77.77777778,1.0,11.0,9.090909091,33.58227912,,
4,4.0,,4.3,4.25,4.15,55,66,121,0,60,0,67,0.0,127.0,0.0,0.0,0.0,36.0,6.0,6.869,47.04267638,,,,,,0.0,1.0,17.0,5.882352941,30.87920462,,
4,4.0,,4.4,4.445,4.125,18,26,44,8,12,11,10,19.0,22.0,1.5,0.909090909,1.157894737,32.0,10.0,5.876,68.72077568,12.0,5.0,3.247,,3.0,60.0,3.0,6.0,50.0,79.68557275,,
4,4.0,,4.4,4.43,4.05,0,30,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,13.0,0.0,,,
4,4.0,,4.4,4.29,4.05,56,65,121,27,45,58,35,85.0,80.0,1.666666667,0.603448276,0.941176471,20.0,2.0,2.14,,29.0,9.0,6.703,67.42287094,7.0,77.77777778,3.0,22.0,13.63636364,42.58305107,,
4,4.0,,4.3,4.25,4.05,31,47,78,0,51,0,33,0.0,84.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,14.0,0.0,,,
4,4.0,,4.2,4.0575,3.95,0,24,24,0,0,0,8,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,0.0,2.0,12.0,16.66666667,50.06837221,,
4,4.0,,4.1,4.015,3.925,17,44,61,5,14,7,13,12.0,27.0,2.8,1.857142857,2.25,26.0,17.0,7.083,83.05910173,23.0,6.0,7.684,41.74442694,4.0,66.66666667,2.0,10.0,20.0,52.96531425,,
3,4.0,,4.3,4.52,4.7,6,29,35,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,10.0,0.0,,,
3,4.0,,4.0,4.11,4.3,17,38,55,0,0,0,28,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,4.0,,4.0,4.03,3.9,0,38,38,0,0,0,9,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,,
4,3.0,,3.4,3.565,3.675,53,68,121,0,12,0,21,0.0,33.0,0.0,0.0,0.0,38.0,13.0,9.564,60.59480171,,,,,,0.0,1.0,12.0,8.333333333,28.15885471,,
4,3.0,,3.4,3.54,3.25,18,38,56,6,11,17,26,23.0,37.0,1.833333333,1.529411765,1.608695652,32.0,21.0,8.387,85.00072539,43.0,20.0,14.685,68.19554707,14.0,70.0,1.0,11.0,9.090909091,38.37854215,,
4,3.0,,3.4,3.49,3.1,58,100,158,12,30,27,74,39.0,104.0,2.5,2.740740741,2.666666667,28.0,17.0,6.802,84.91532341999999,38.0,12.0,12.215,51.77978363,6.0,50.0,1.0,29.0,3.448275862,17.86408303,,
3,3.0,3.0,3.5,3.725,3.725,12,22,34,7,24,12,10,19.0,34.0,3.428571429,0.833333333,1.789473684,14.0,10.0,4.327,,17.0,8.0,5.082,76.37690963,8.0,100.0,1.0,4.0,25.0,55.01415136,,
3,3.0,,3.3,3.483333333,3.5,0,18,18,0,0,0,1,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.4,3.345,3.475,13,26,39,5,9,9,8,14.0,17.0,1.8,0.888888889,1.214285714,20.0,12.0,5.427,79.41243422,16.0,5.0,5.365,49.37367575,4.0,80.0,0.0,5.0,0.0,,,
3,3.0,3.0,3.4,3.48,3.45,25,49,74,0,27,0,60,0.0,87.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,12.0,8.333333333,34.53740444,,
3,3.0,3.0,3.3,3.46,3.45,38,61,99,0,21,0,34,0.0,55.0,0.0,0.0,0.0,60.0,19.0,13.008,63.09666537,,,,,,0.0,1.0,20.0,5.0,28.44321041,,
3,3.0,,3.3,3.305,3.375,30,45,75,0,24,0,31,0.0,55.0,0.0,0.0,0.0,52.0,1.0,11.591,9.487469243,,,,,,0.0,0.0,11.0,0.0,,,
3,3.0,,3.3,3.35,3.35,0,41,41,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,4.0,3.4,3.525,3.325,24,42,66,0,9,0,19,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,0.0,3.0,14.0,21.42857143,55.86312535,,
3,3.0,,3.5,3.71,3.3,8,31,39,0,0,0,16,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,13.0,7.692307692,30.87920462,,
3,3.0,,3.3,3.318333333,3.275,0,43,43,0,0,0,21,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,13.0,7.692307692,27.03610943,,
3,3.0,,3.3,3.455,3.225,10,42,52,0,0,0,21,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,12.0,8.333333333,28.15885471,,
3,3.0,,3.4,3.45,3.15,13,32,45,0,16,0,26,0.0,42.0,0.0,0.0,0.0,35.0,4.0,10.071,29.20599064,,,,,,0.0,0.0,10.0,0.0,,,
3,3.0,,3.5,3.34,3.15,4,41,45,0,0,0,8,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,7.0,14.28571429,36.91177566,,
3,3.0,,3.3,3.421428571,3.085714286,0,40,40,0,0,0,17,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,13.0,0.0,,,
3,3.0,,3.3,3.3,3.05,8,45,53,0,0,0,30,0.0,30.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,12.0,0.0,,,
3,3.0,,3.4,3.205,2.975,9,36,45,0,1,5,3,5.0,4.0,0.0,0.6,0.8,15.0,0.0,3.869,,,,,,,0.0,1.0,9.0,11.11111111,32.55969588,,
4,2.0,2.0,2.4,2.7,2.85,41,36,77,0,32,0,51,0.0,83.0,0.0,0.0,0.0,20.0,1.0,2.14,,,,,,,0.0,2.0,14.0,14.28571429,51.74840207,,
3,2.0,,2.4,2.53,2.15,30,45,75,0,15,0,18,0.0,33.0,0.0,0.0,0.0,24.0,5.0,5.241,49.51151849,,,,,,0.0,3.0,11.0,27.27272727,54.46505651,,
6,6.0,,5.0,5.0,5.0,123,133,256,19,80,54,79,73.0,159.0,4.210526316,1.462962963,2.178082192,78.0,43.0,18.124,82.53621498,24.0,3.0,5.081,30.98574486,2.0,66.66666667,30.0,51.0,58.82352941,69.77294267,,
5,6.0,,5.0,4.96,5.0,61,66,127,3,43,36,40,39.0,83.0,14.33333333,1.111111111,2.128205128,19.0,9.0,2.698,,3.0,1.0,0.643,,1.0,100.0,4.0,18.0,22.22222222,37.67434463,,
5,6.0,,5.0,4.955,4.925,40,73,113,16,27,40,37,56.0,64.0,1.6875,0.925,1.142857143,43.0,18.0,9.723,72.00658255,23.0,2.0,5.17,17.31732202,1.0,50.0,8.0,19.0,42.10526316,61.59124782,,
6,6.0,,5.0,5.0,5.0,60,76,136,23,32,26,43,49.0,75.0,1.391304348,1.653846154,1.530612245,77.0,31.0,19.957,65.30944427,53.0,13.0,15.976,43.46304511,12.0,92.30769231,12.0,16.0,75.0,82.6633288,,
5,5.0,,5.0,4.67,4.75,57,75,132,8,39,10,53,18.0,92.0,4.875,5.3,5.111111111,42.0,9.0,9.888,48.18151207,21.0,11.0,7.322,73.67245717,6.0,54.54545455,19.0,25.0,76.0,81.63809152,,
5,5.0,,4.6,4.535,4.675,41,45,86,15,24,16,24,31.0,48.0,1.6,1.5,1.548387097,39.0,9.0,10.748,45.89822806,18.0,0.0,4.592,,0.0,0.0,6.0,12.0,50.0,63.80255336,,
5,5.0,,4.7,4.595,4.475,0,29,29,0,0,11,10,11.0,10.0,,0.909090909,0.909090909,,,,,,,,,,0.0,7.0,11.0,63.63636364,73.63506855,,
4,4.0,4.0,4.5,4.565,4.575,37,38,75,0,23,0,36,0.0,59.0,,,,14.0,3.0,2.382,,,,,,,0.0,3.0,10.0,30.0,50.93851668,,
4,4.0,4.0,4.3,4.335,4.575,30,56,86,0,13,0,46,0.0,59.0,,,,,,,,,,,,,0.0,7.0,17.0,41.17647059,55.32062916,,
4,4.0,,4.0,4.4,4.4,53,70,123,0,44,0,70,0.0,114.0,,,,17.0,0.0,2.199,,,,,,,0.0,10.0,24.0,41.66666667,57.54825975,,
4,4.0,,4.0,4.245,4.325,49,73,122,0,30,0,53,0.0,83.0,,,,7.0,1.0,0.749,,,,,,,0.0,3.0,20.0,15.0,27.92044491,,
4,4.0,,4.3,4.295,4.275,37,42,79,11,16,17,30,28.0,46.0,1.454545455,1.764705882,1.642857143,35.0,11.0,8.267,59.87039508,12.0,0.0,2.496,,0.0,0.0,6.0,11.0,54.54545455,72.40741735,,
4,4.0,4.0,4.3,4.35,4.15,60,90,150,25,42,30,51,55.0,93.0,1.68,1.7,1.690909091,51.0,17.0,12.204,61.43707737,72.0,23.0,23.947,50.74060244,15.0,65.2173913,7.0,20.0,35.0,59.65883705,,
4,4.0,,4.0,4.17,4.15,69,99,168,1,41,6,50,7.0,91.0,41.0,8.333333333,13.0,37.0,9.0,8.074,54.14382961,3.0,1.0,0.569,,0.0,0.0,10.0,28.0,35.71428571,49.12652668,,
4,4.0,4.0,4.3,4.255,4.075,0,41,41,0,0,8,24,8.0,24.0,,3.0,3.0,,,,,,,,,,0.0,5.0,18.0,27.77777778,48.08743139,,
4,3.0,4.0,3.4,3.35,3.25,36,48,84,0,22,0,26,0.0,48.0,,,,28.0,5.0,6.508,43.63877409,,,,,,0.0,4.0,14.0,28.57142857,49.38987492,,
3,3.0,,4.0,4.01,3.85,0,31,31,0,0,0,32,0.0,32.0,,,,,,,,,,,,,0.0,3.0,9.0,33.33333333,50.14212933,,
3,3.0,,3.5,3.73,3.85,0,36,36,0,0,0,19,0.0,19.0,,,,,,,,,,,,,0.0,2.0,12.0,16.66666667,29.95817384,,
3,3.0,,3.3,3.7,3.85,46,68,114,0,26,0,44,0.0,70.0,,,,37.0,11.0,8.818,57.72446968,,,,,,0.0,1.0,15.0,6.666666667,18.75171853,,
3,3.0,,3.3,3.375,3.525,12,46,58,0,0,0,29,0.0,29.0,,,,,,,,,,,,,0.0,1.0,14.0,7.142857143,16.03787143,,
3,3.0,,3.3,3.535,3.325,0,37,37,0,0,0,11,0.0,11.0,,,,,,,,,,,,,0.0,0.0,14.0,0.0,,,
3,3.0,,2.7,2.99,2.716666667,0,37,37,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,12.0,8.333333333,18.18111504,,
3,3.0,,2.8,2.85,2.4,0,22,22,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,2.8,2.8,2.333333333,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,2.0,2.0,2.4,2.435,2.225,29,56,85,0,3,0,21,0.0,24.0,,,,,,,,,,,,,0.0,2.0,15.0,13.33333333,25.75347659,,
5,6.0,,5.0,5.0,5.0,79,110,189,20,55,52,76,72.0,131.0,2.75,1.461538462,1.819444444,91.0,42.0,22.171,72.92906285,53.0,12.0,16.664,38.4719564,9.0,75.0,18.0,29.0,62.06896552,82.89153961,,
5,5.0,,5.0,4.94,4.9,51,72,123,16,46,42,52,58.0,98.0,2.875,1.238095238,1.689655172,78.0,33.0,17.857,71.9362281,20.0,5.0,4.406,,0.0,0.0,11.0,20.0,55.0,76.54029007,,
5,5.0,,5.0,4.82,4.8,69,82,151,27,0,39,0,66.0,0.0,0.0,0.0,0.0,,,,,147.0,70.0,51.593,67.98895553,51.0,72.85714286,18.0,22.0,81.81818182,95.8657432,,
5,4.0,5.0,5.0,4.82,4.8,50,89,139,18,48,26,66,44.0,114.0,2.666666667,2.538461538,2.590909091,191.0,26.0,47.641,35.56550801,80.0,41.0,26.537,75.28669296,20.0,48.78048781,6.0,29.0,20.68965517,44.10454625,,
5,5.0,,5.0,4.85,4.75,51,82,133,17,58,20,44,37.0,102.0,3.411764706,2.2,2.756756757,87.0,20.0,19.018,52.36852676,51.0,8.0,14.826,27.82803246,4.0,50.0,9.0,26.0,34.61538462,58.41616511,,
4,5.0,,5.0,4.82,4.85,32,60,92,9,24,29,26,38.0,50.0,2.666666667,0.896551724,1.315789474,45.0,16.0,11.543,61.26645737,12.0,0.0,2.202,,0.0,0.0,3.0,16.0,18.75,44.99849914,,
4,4.0,5.0,5.0,4.75,4.8,34,58,92,21,48,26,44,47.0,92.0,2.285714286,1.692307692,1.957446809,76.0,30.0,19.166,65.58941701,43.0,24.0,10.115,100.0,17.0,70.83333333,5.0,16.0,31.25,56.74348982,,
4,4.0,5.0,5.0,4.835,4.725,27,72,99,2,18,18,69,20.0,87.0,9.0,3.833333333,4.35,,,,,2.0,1.0,0.33,,0.0,0.0,11.0,16.0,68.75,77.20796882,,
4,5.0,,4.9,4.64,4.6,61,110,171,45,51,45,63,90.0,114.0,1.133333333,1.4,1.266666667,113.0,30.0,28.383,52.52077374,121.0,45.0,38.497,60.18157463,26.0,57.77777778,10.0,29.0,34.48275862,60.4734386,,
4,4.0,5.0,4.7,4.48,4.35,110,113,223,35,108,16,87,51.0,195.0,3.085714286,5.4375,3.823529412,213.0,61.0,47.078,58.978818,99.0,28.0,27.374,53.66624443,18.0,64.28571429,11.0,32.0,34.375,54.90241489,,
4,4.0,,4.3,4.54,4.65,51,71,122,0,47,0,65,0.0,112.0,,,,8.0,0.0,0.856,,,,,,,0.0,4.0,21.0,19.04761905,39.93299634,,
4,4.0,,4.3,4.445,4.575,31,52,83,0,58,0,61,0.0,119.0,,,,83.0,17.0,17.593,49.87861955,,,,,,0.0,3.0,13.0,23.07692308,40.65868401,,
4,4.0,,4.4,4.435,4.525,42,50,92,0,57,0,51,0.0,108.0,,,,48.0,7.0,8.892,44.26800775,,,,,,0.0,1.0,13.0,7.692307692,26.39250698,,
4,4.0,,4.0,4.305,4.425,28,56,84,0,32,0,51,0.0,83.0,,,,29.0,2.0,4.623,,,,,,,0.0,1.0,12.0,8.333333333,25.30187148,,
3,4.0,,4.3,4.495,4.575,28,47,75,0,24,0,81,0.0,105.0,,,,22.0,2.0,4.254,,,,,,,0.0,3.0,12.0,25.0,44.99849914,,
3,3.0,4.0,4.0,4.255,4.275,17,45,62,0,8,0,43,0.0,51.0,,,,,,,,,,,,,0.0,2.0,13.0,15.38461539,38.20113098,,
3,3.0,4.0,3.9,3.765,3.925,29,44,73,0,28,0,38,0.0,66.0,,,,56.0,9.0,14.808,37.95953891,,,,,,0.0,2.0,13.0,15.38461539,31.7861738,,
3,4.0,,3.9,3.775,3.825,10,41,51,0,0,0,26,0.0,26.0,,,,,,,,,,,,,0.0,0.0,10.0,0.0,,,
3,3.0,4.0,4.0,3.78,3.8,24,60,84,0,36,0,58,0.0,94.0,,,,111.0,14.0,27.931,33.76251518,,,,,,0.0,1.0,14.0,7.142857143,25.1139995,,
3,3.0,,3.3,3.605,3.825,0,22,22,0,0,0,5,0.0,5.0,,,,,,,,,,,,,0.0,2.0,7.0,28.57142857,49.73408253,,
3,3.0,,3.3,3.62,3.75,0,25,25,0,0,0,8,0.0,8.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.4,3.615,3.675,9,30,39,0,0,0,38,0.0,38.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,,3.3,3.555,3.525,26,40,66,0,6,0,21,0.0,27.0,,,,,,,,,,,,,0.0,1.0,9.0,11.11111111,25.73595973,,
3,3.0,,3.3,3.4,3.25,0,9,9,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.0,3.165,3.175,0,41,41,0,0,0,19,0.0,19.0,,,,,,,,,,,,,0.0,0.0,11.0,0.0,,,
5,5.0,,5.0,5.0,5.0,33,49,82,0,32,15,31,15.0,63.0,,2.066666667,4.2,28.0,9.0,5.634,66.33902415,,,,,,0.0,5.0,15.0,33.33333333,71.97723688,,
5,5.0,6.0,5.0,4.925,4.875,64,113,177,9,29,19,76,28.0,105.0,3.222222222,4.0,3.75,61.0,15.0,13.956,53.02695084,21.0,12.0,6.463,86.45377282,5.0,41.66666667,8.0,28.0,28.57142857,61.22600031,,
5,5.0,,5.0,4.96,5.0,21,53,74,0,0,0,69,0.0,69.0,,,,,,,,,,,,,0.0,6.0,14.0,42.85714286,67.84692593,,
5,5.0,5.0,5.0,4.74,4.6,65,79,144,0,71,8,83,8.0,154.0,,10.375,19.25,73.0,25.0,16.618,64.14955737,,,,,,0.0,6.0,20.0,30.0,62.75385197,,
5,5.0,,4.7,4.66,4.6,33,40,73,10,35,28,59,38.0,94.0,3.5,2.107142857,2.473684211,86.0,21.0,21.621,50.02699801,24.0,7.0,7.193,51.34410755,4.0,57.14285714,5.0,11.0,45.45454546,78.97155577,,
4,5.0,,5.0,4.73,4.65,39,54,93,4,27,3,66,7.0,93.0,6.75,22.0,13.28571429,83.0,8.0,21.223,28.25316535,6.0,0.0,0.99,,0.0,0.0,5.0,14.0,35.71428571,58.06177751,,
4,5.0,,4.7,4.69,4.55,35,53,88,0,61,0,57,0.0,118.0,,,,41.0,5.0,9.0,35.95273893,,,,,,0.0,5.0,15.0,33.33333333,59.87321478,,
4,5.0,,4.7,4.575,4.325,39,51,90,12,27,12,48,24.0,75.0,2.25,4.0,3.125,66.0,17.0,16.471,51.80825461,51.0,18.0,17.654,53.51524344,16.0,88.88888889,6.0,15.0,40.0,71.35741036,,
3,4.0,5.0,5.0,4.715,4.675,39,64,103,9,18,10,26,19.0,44.0,2.0,2.6,2.315789474,1.0,1.0,0.107,,11.0,3.0,2.185,,0.0,0.0,1.0,13.0,7.692307692,12.31298889,,
5,4.0,4.0,4.0,3.9,3.8,65,92,157,11,58,28,75,39.0,133.0,5.272727273,2.678571429,3.41025641,127.0,39.0,32.146,56.82016479,87.0,30.0,28.875,54.40599503,18.0,60.0,4.0,21.0,19.04761905,46.23979727,,
4,4.0,,4.3,4.4,4.6,26,45,71,0,33,0,36,0.0,69.0,,,,30.0,0.0,7.283,0.0,,,,,,0.0,2.0,11.0,18.18181818,34.14073284,,
4,4.0,4.0,4.4,4.46,4.5,19,54,73,0,28,0,40,0.0,68.0,,,,,,,,,,,,,0.0,2.0,14.0,14.28571429,27.13735777,,
4,4.0,,4.3,4.33,4.15,0,49,49,0,0,0,11,0.0,11.0,,,,,,,,,,,,,0.0,9.0,18.0,50.0,79.85641281,,
3,4.0,,4.3,4.47,4.55,11,40,51,0,0,0,42,0.0,42.0,,,,,,,,,,,,,0.0,2.0,13.0,15.38461539,33.3101417,,
3,4.0,,4.3,4.34,4.5,31,52,83,0,59,0,68,0.0,127.0,,,,29.0,1.0,3.841,,,,,,,0.0,1.0,12.0,8.333333333,13.99834253,,
3,3.0,4.0,4.3,4.395,4.425,0,40,40,0,0,0,18,0.0,18.0,,,,,,,,,,,,,0.0,2.0,12.0,16.66666667,35.77447959,,
3,4.0,,4.4,4.39,4.4,0,35,35,0,0,0,60,0.0,60.0,,,,,,,,,,,,,0.0,2.0,10.0,20.0,47.3355598,,
3,3.0,3.0,3.6,3.715,3.875,26,38,64,0,11,0,44,0.0,55.0,,,,20.0,5.0,5.853,46.43656823,,,,,,0.0,1.0,9.0,11.11111111,20.60444803,,
3,4.0,,3.7,3.67,3.55,40,51,91,0,142,0,103,0.0,245.0,,,,207.0,16.0,45.524,27.01560635,,,,,,0.0,3.0,14.0,21.42857143,46.56412047,,
4,3.0,3.0,3.3,3.66,3.9,29,35,64,0,45,0,39,0.0,84.0,,,,43.0,0.0,8.181,0.0,,,,,,0.0,0.0,12.0,0.0,,,
3,3.0,,4.0,4.214285714,4.4,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,3.0,3.6,3.88,3.75,0,30,30,0,0,0,4,0.0,4.0,,,,,,,,,,,,,0.0,4.0,10.0,40.0,67.84692593,,
3,3.0,,3.3,3.61,3.75,0,15,15,0,0,0,14,0.0,14.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,4.0,3.985714286,3.6,0,11,11,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.3,3.585,3.325,12,44,56,0,29,0,104,0.0,133.0,,,,,,,,,,,,,0.0,3.0,15.0,20.0,42.20569153,,
3,3.0,,3.428571429,3.485714286,3.0,0,9,9,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,2.857142857,2.585714286,2.9,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.428571429,3.171428571,2.6,0,15,15,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,1.0,1.0,2.3,2.155,2.375,31,42,73,0,68,0,100,0.0,168.0,,,,55.0,1.0,10.327,10.51042428,,,,,,0.0,3.0,15.0,20.0,60.60502733,,
6,7.0,,5.0,5.0,5.0,21,34,55,8,11,8,30,16.0,41.0,1.375,3.75,2.5625,37.0,16.0,9.567,68.05707859,12.0,8.0,2.879,,5.0,62.5,7.0,11.0,63.63636364,85.28024306,,
6,6.0,,5.0,5.0,5.0,41,107,148,19,38,35,50,54.0,88.0,2.0,1.428571429,1.62962963,75.0,16.0,18.29,47.0835843,36.0,22.0,10.209,96.28895516,10.0,45.45454546,11.0,25.0,44.0,68.74264076,,
6,6.0,,5.0,4.94,4.95,154,399,553,50,123,92,163,142.0,286.0,2.46,1.77173913,2.014084507,244.0,27.0,59.145,31.86812215,132.0,55.0,40.296,68.31409487,32.0,58.18181818,34.0,93.0,36.55913979,63.51314347,,
5,5.0,6.0,5.0,4.91,5.0,34,62,96,1,15,13,34,14.0,49.0,15.0,2.615384615,3.5,3.0,0.0,0.321,,1.0,0.0,0.165,,0.0,0.0,7.0,10.0,70.0,87.37807615,,
5,5.0,,5.0,4.805,4.875,195,348,543,111,172,157,254,268.0,426.0,1.54954955,1.617834395,1.589552239,405.0,125.0,92.676,60.33094715,342.0,69.0,104.363,35.15981497,53.0,76.8115942,26.0,83.0,31.32530121,58.75439196,,
5,5.0,,5.0,4.835,4.825,41,55,96,20,16,26,22,46.0,38.0,0.8,0.846153846,0.826086957,27.0,11.0,7.098,65.22459063,37.0,12.0,11.239,55.71344534,10.0,83.33333333,8.0,16.0,50.0,76.61028753,,
5,5.0,,5.0,4.85,4.8,106,148,254,69,128,107,73,176.0,201.0,1.855072464,0.682242991,1.142045455,146.0,49.0,35.328,61.28836265,125.0,60.0,34.684,82.03309065,46.0,76.66666667,13.0,31.0,41.93548387,66.56287681,,
5,4.0,5.0,4.7,4.505,4.475,54,98,152,0,26,3,37,3.0,63.0,,12.33333333,21.0,34.0,0.0,7.157,0.0,,,,,,0.0,13.0,31.0,41.93548387,63.58152267,,
5,5.0,5.0,5.0,4.625,,0,22,22,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
4,5.0,,5.0,4.925,4.925,35,57,92,0,39,18,46,18.0,85.0,,2.555555556,4.722222222,40.0,5.0,7.1,41.45083046,,,,,,0.0,9.0,13.0,69.23076923,87.65205194,,
4,4.0,5.0,5.0,4.74,4.6,47,86,133,34,47,44,34,78.0,81.0,1.382352941,0.772727273,1.038461538,56.0,22.0,12.126,71.20586444,77.0,30.0,22.264,67.61541021,23.0,76.66666667,4.0,20.0,20.0,47.3788336,,
3,4.0,,4.6,4.58,4.65,34,45,79,0,31,0,64,0.0,95.0,,,,15.0,3.0,4.141,,13.0,3.0,5.236,29.9161114,2.0,66.66666667,3.0,10.0,30.0,57.4655717,,
4,5.0,,4.4,4.56,4.75,58,100,158,18,42,28,69,46.0,111.0,2.333333333,2.464285714,2.413043478,55.0,9.0,13.756,39.67422084,38.0,14.0,10.628,66.39460146,3.0,21.42857143,7.0,25.0,28.0,52.26355495,,
4,4.0,,4.0,4.325,4.325,25,71,96,0,26,0,42,0.0,68.0,,,,15.0,1.0,1.773,,,,,,,0.0,4.0,23.0,17.39130435,41.78994762,,
4,4.0,,4.3,4.29,4.2,18,35,53,0,11,0,29,0.0,40.0,,,,31.0,5.0,8.544,37.10313409,,,,,,0.0,1.0,9.0,11.11111111,28.6440458,,
4,4.0,4.0,4.4,4.34,4.0,0,16,16,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,4.0,,4.4,4.255,4.575,18,31,49,0,0,0,41,0.0,41.0,,,,,,,,,,,,,0.0,1.0,8.0,12.5,30.67405326,,
3,4.0,,4.3,4.17,4.5,0,40,40,0,0,0,35,0.0,35.0,,,,,,,,,,,,,0.0,1.0,11.0,9.090909091,37.9000814,,
3,4.0,4.0,4.4,4.605,4.475,27,46,73,0,24,0,62,0.0,86.0,,,,32.0,2.0,6.824,23.99941782,,,,,,0.0,2.0,12.0,16.66666667,36.11289295,,
3,3.0,4.0,4.1,4.415,4.325,0,61,61,0,0,0,34,0.0,34.0,,,,,,,,,,,,,0.0,3.0,15.0,20.0,46.61572495,,
3,4.0,,4.1,4.405,4.325,24,41,65,0,23,0,39,0.0,62.0,,,,59.0,6.0,15.743,28.45172537,,,,,,0.0,1.0,12.0,8.333333333,24.12682793,,
3,4.0,,4.1,4.045,4.025,65,60,125,0,38,0,88,0.0,126.0,,,,9.0,0.0,1.489,,,,,,,0.0,4.0,14.0,28.57142857,50.20053524,,
3,3.0,3.0,3.4,3.81,3.9,30,44,74,0,46,0,45,0.0,91.0,,,,,,,,,,,,,0.0,1.0,12.0,8.333333333,24.12682793,,
3,3.0,3.0,3.3,3.655,3.425,31,49,80,0,31,0,58,0.0,89.0,,,,71.0,4.0,17.235,20.50580909,,,,,,0.0,1.0,13.0,7.692307692,26.9191153,,
